date,actual,forecast_lasso,forecast_ridge,forecast_rf
2021-01-01,-0.0043672045410732,0.008482848183773583,0.00792706687813095,0.0033965634187469807
2021-02-01,0.0208905702980084,0.010666864860706286,0.019908829636973616,0.006100025552854707
2021-03-01,0.0179539507379331,0.009326278667736927,0.016249312493430274,-0.0004000903385724777
2021-04-01,-0.0290377284674976,0.008973948500126318,0.010711095136236186,0.0023302072223884175
2021-05-01,-0.0553684049227527,-0.08575179247225438,-0.06304147598960314,-0.031395731884042044
2021-06-01,0.0723737845592351,0.08665602002438283,0.08652139428802931,0.027883942345085323
2021-07-01,0.0125376422336058,0.030463413703643805,0.034243158105064696,0.0336263539275759
2021-08-01,-0.0092056541226304,0.0019046728763658957,0.010179748678828541,-0.004610729748465144
2021-09-01,0.0509726854844183,0.005753715201881803,0.017300950965349983,0.01089547124238603
2021-10-01,-0.0080252754918772,0.003368764597120202,0.00015292916282212948,0.011663521171389806
2021-11-01,0.011718500903024,0.0046523578633964995,-0.0013227086185402018,0.007389809431244721
2021-12-01,0.0160267191860921,0.01926273774658211,0.02356173797172929,0.014222155634686097
2022-01-01,-0.0272802390731383,-0.000912542837682097,-0.0059554777527880895,-0.00019178669980156874
2022-02-01,0.0135544099015438,0.0029269328124271335,0.014644100928020048,0.011789302229874414
2022-03-01,0.0176168205238038,0.016518426916520407,0.021210712231565086,0.01462977916368394
2022-04-01,0.0013028781968351,0.0022893175078179326,-0.00545178769059786,0.0038853798659207435
2022-05-01,0.0015674192813994,0.002038982777924076,0.0031557028731087657,0.005905643672176474
2022-06-01,-0.0039606447734721,-0.001107429993569095,0.0003604995411547458,0.0030497476833012565
2022-07-01,-0.0070948896816345,-0.006411920681017139,-0.00984771945159283,0.007275605098480678
2022-08-01,0.0154442178448377,-0.0006132397215540077,0.0010299114919196891,0.00919589212093746
2022-09-01,0.0106074549192785,-0.002625799130023723,-0.00046140875472604464,-0.004149375105787848
2022-10-01,-0.0119192941009975,-0.0026548320866781553,-0.003197985545245911,-0.002680609428704725
2022-11-01,-0.0252783359481414,-0.010346796193994623,-0.011783428300316553,0.008815895116826504
2022-12-01,0.0195011802558768,-0.017320924848878316,-0.014573823099652015,-0.01417572942369351
2023-01-01,0.0082863755375983,-0.015643020199065653,-0.01658515170465595,-0.004871150531874946
2023-02-01,0.0006604350756891364,0.013121482582821047,0.012880842667332923,-0.005080297587930601
2023-03-01,0.0035574409326084,0.01153561338419871,0.016028350003635238,0.0034267514501017593
2023-04-01,-0.0211251648493657,-0.005410695157216799,-0.004495619470748488,-0.013938145733534614
2023-05-01,0.0133964573156459,0.007670157850313998,0.011083691877947005,0.007966978656617713
2023-06-01,0.0210230444698131,0.015414306537945672,0.016373640578789022,0.00041906705166721843
2023-07-01,-0.0281768493918628,0.005257168013452924,0.005321251649820917,-0.0037089271384471035
2023-08-01,0.0149539525093738,0.013238643756901938,0.014285480835856217,0.010678419601314297
2023-09-01,0.0011550883705266,0.009899044635440031,0.011093340540748061,0.00661895838589488
2023-10-01,-0.0153304074180145,-0.012899703549152704,-0.01274917109234372,-0.006478802524427888
2023-11-01,0.0203462322039023,0.013551904191510422,0.013743339954266114,0.012849997191843477
2023-12-01,-0.009472291712095,-0.0019972279324947974,-0.0012859502638638293,0.0014065631837931198
