date,value,series
2019-01-01,89.92579197884967,retail_sales
2019-02-01,86.96098497734172,retail_sales
2019-03-01,95.50447927202941,retail_sales
2019-04-01,91.47089325162426,retail_sales
2019-05-01,97.58611324554562,retail_sales
2019-06-01,96.50821396631176,retail_sales
2019-07-01,100.5457357415817,retail_sales
2019-08-01,103.44448805341658,retail_sales
2019-09-01,98.57785208402554,retail_sales
2019-10-01,101.70927839723754,retail_sales
2019-11-01,106.94758313676556,retail_sales
2019-12-01,130.81858589527067,retail_sales
2020-01-01,96.97881942429667,retail_sales
2020-02-01,98.75680765183145,retail_sales
2020-03-01,90.84538009955271,retail_sales
2020-04-01,52.298354052291685,retail_sales
2020-05-01,71.46402280349923,retail_sales
2020-06-01,82.96480727297767,retail_sales
2020-07-01,88.35596144509528,retail_sales
2020-08-01,85.91382611735166,retail_sales
2020-09-01,97.91281872807266,retail_sales
2020-10-01,105.15222103850279,retail_sales
2020-11-01,112.23089534880022,retail_sales
2020-12-01,127.54679754549426,retail_sales
2021-01-01,90.77156449943848,retail_sales
2021-02-01,100.00599734676123,retail_sales
2021-03-01,109.33741609659646,retail_sales
2021-04-01,91.70052296851732,retail_sales
2021-05-01,87.55967080509308,retail_sales
2021-06-01,103.70540486172769,retail_sales
2021-07-01,112.41403011709971,retail_sales
2021-08-01,113.5271373256596,retail_sales
2021-09-01,113.09139289583996,retail_sales
2021-10-01,120.41300897722836,retail_sales
2021-11-01,119.62708099138194,retail_sales
2021-12-01,148.27639527891955,retail_sales
2022-01-01,110.16063458340939,retail_sales
2022-02-01,105.59115376117974,retail_sales
2022-03-01,122.07106598730759,retail_sales
2022-04-01,113.79487890991959,retail_sales
2022-05-01,118.76048564238548,retail_sales
2022-06-01,122.10546920485852,retail_sales
2022-07-01,121.59934180299874,retail_sales
2022-08-01,123.25482309727691,retail_sales
2022-09-01,121.55842236842705,retail_sales
2022-10-01,123.57840146081993,retail_sales
2022-11-01,122.57763895363559,retail_sales
2022-12-01,146.53650282480962,retail_sales
2023-01-01,111.37353702840238,retail_sales
2023-02-01,105.66321840209389,retail_sales
2023-03-01,113.63962143233562,retail_sales
2023-04-01,106.06649202608665,retail_sales
2023-05-01,113.12427008158387,retail_sales
2023-06-01,108.1915888262269,retail_sales
2023-07-01,112.1417643413787,retail_sales
2023-08-01,111.09572574902495,retail_sales
2023-09-01,110.69431302260233,retail_sales
2023-10-01,110.20918744392966,retail_sales
2023-11-01,118.56192356981023,retail_sales
2023-12-01,139.88442951773277,retail_sales
2024-01-01,107.49230204601581,retail_sales
2024-02-01,104.24173837401169,retail_sales
2024-03-01,107.43898172439033,retail_sales
2024-04-01,104.64277808042688,retail_sales
2024-05-01,111.26170781173515,retail_sales
2024-06-01,109.57131937937565,retail_sales
2024-07-01,113.97187506429441,retail_sales
2024-08-01,116.8993368247323,retail_sales
2024-09-01,112.49596666779007,retail_sales
